Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.154541,-0.011719,-0.990967,-0.183105,353796
-0.150391,-0.011475,-0.990479,-0.305176,353972
-0.151123,-0.011719,-0.995117,-0.366211,354221
-0.156006,-0.012695,-0.991211,-0.244141,354420
-0.15625,-0.01123,-0.992432,0,354731
-0.155518,-0.010986,-0.993164,-0.305176,354933
-0.155518,-0.014404,-0.99292,-0.12207,355151
-0.151367,-0.007813,-0.991211,-0.305176,355346
-0.155518,-0.011963,-0.993164,-0.12207,355524
-0.153564,-0.016602,-0.992188,-0.061035,355957
-0.153809,-0.01123,-0.991943,-0.183105,356150
-0.150391,-0.012695,-0.992676,-0.12207,356320
-0.153564,-0.013184,-0.99707,-0.061035,356496
-0.153564,-0.013428,-0.990479,-0.366211,356786
-0.154785,-0.015137,-0.993408,-0.183105,356967
-0.153809,-0.015381,-0.990479,0,357149
-0.152588,-0.010742,-0.991699,-0.305176,357401
-0.153076,-0.014893,-0.993652,-0.183105,357586
-0.156738,-0.011475,-0.991699,-0.244141,357766
-0.156494,-0.013428,-0.993164,-0.427246,358006
-0.154053,-0.011475,-0.990479,-0.183105,358186
-0.153564,-0.011719,-0.990967,-0.305176,358379
-0.154541,-0.012939,-0.995361,-0.12207,358729
-0.151123,-0.012451,-0.990723,-0.183105,358930
-0.155518,-0.017578,-0.990967,0.061035,359117
-0.158447,-0.008057,-0.993164,0,359300
-0.148926,-0.015869,-0.994141,-0.12207,359585
-0.155273,-0.013184,-0.995361,-0.244141,359770
-0.151855,-0.012207,-0.98999,-0.061035,360061
-0.150879,-0.012451,-0.991455,-0.061035,360258
-0.148926,-0.009766,-0.993652,-0.183105,360463
-0.159424,-0.010254,-0.990479,-0.061035,360638
-0.154541,-0.013184,-0.991455,-0.305176,360868
-0.150146,-0.012451,-0.99292,-0.305176,361054
-0.154297,-0.011475,-0.991455,-0.183105,361292
-0.152832,-0.011963,-0.98877,-0.12207,361480
-0.152344,-0.013184,-0.992188,0,361703
-0.154053,-0.014648,-0.994385,-0.183105,361896
-0.15332,-0.014893,-0.994873,-0.427246,362112
-0.155273,-0.012695,-0.993896,-0.183105,362285
-0.154541,-0.010498,-0.993164,-0.061035,362510
-0.15625,-0.012451,-0.995361,-0.183105,362692
-0.151367,-0.013184,-0.99292,0,362920
-0.152344,-0.013428,-0.988525,-0.305176,363093
-0.154297,-0.011475,-0.989258,-0.244141,363278
-0.154541,-0.013672,-0.993408,-0.244141,363638
-0.154053,-0.015625,-0.988525,-0.305176,363849
-0.154785,-0.013428,-0.994141,0.061035,364041
-0.151611,-0.010254,-0.993896,-0.244141,364257
-0.15332,-0.015137,-0.994385,-0.244141,364463
-0.150635,-0.013916,-0.993408,-0.244141,364646
-0.156738,-0.012451,-0.993896,-0.366211,364866
-0.153564,-0.014893,-0.994629,-0.183105,365082
-0.154541,-0.009521,-0.99292,-0.244141,365375
-0.152832,-0.014893,-0.994873,-0.305176,365585
-0.153809,-0.015137,-0.992432,-0.427246,365763
-0.156982,-0.012207,-0.993896,-0.183105,365996
-0.153564,-0.010742,-0.993896,-0.305176,366206
-0.154053,-0.013916,-0.990479,-0.244141,366387
-0.154297,-0.013916,-0.991943,-0.305176,366612
-0.156006,-0.012207,-0.991455,-0.244141,366822
-0.153809,-0.01123,-0.994141,-0.12207,367001
-0.15625,-0.01123,-0.993164,-0.183105,367260
-0.154785,-0.01001,-0.991211,-0.305176,367442
-0.152344,-0.012939,-0.992676,-0.183105,367731
-0.150635,-0.011475,-0.990234,-0.244141,367953
-0.15918,-0.010254,-0.992432,-0.12207,368146
-0.154297,-0.008789,-0.990967,0,368358
-0.151367,-0.013916,-0.988037,-0.183105,368570
-0.155029,-0.010742,-0.990723,-0.183105,368973
-0.151367,-0.008789,-0.981934,-0.12207,369264
-0.150146,-0.007324,-0.993164,-0.244141,369448
-0.154785,-0.009033,-0.989258,-0.183105,369698
-0.153809,-0.012207,-0.989502,-0.183105,369893
-0.155273,-0.016602,-0.991699,-0.427246,370130
-0.156738,-0.008789,-0.994385,-0.061035,370390
-0.1521,-0.009521,-0.993164,0.061035,370598
-0.154053,-0.010498,-0.993652,-0.12207,370779
-0.152588,-0.012939,-0.996582,-0.183105,370955
-0.150391,-0.013428,-0.992432,0,371320
-0.154785,-0.010498,-0.994629,-0.061035,371511
-0.152832,-0.006348,-0.992676,-0.244141,371697
-0.156006,-0.01416,-0.989258,-0.183105,371873
-0.151123,-0.015869,-0.988525,-0.183105,372144
-0.151611,-0.01416,-0.987793,-0.305176,372328
-0.155273,-0.016357,-0.993408,-0.183105,372545
-0.147705,-0.01001,-0.996338,-0.183105,372758
-0.158936,-0.014648,-0.991699,-0.305176,372930
-0.153809,-0.017578,-0.992432,-0.061035,373175
-0.15625,-0.013184,-0.996826,-0.305176,373561
-0.1521,-0.012695,-0.993164,-0.12207,373741
-0.156982,-0.011719,-0.990967,-0.12207,373923
-0.155273,-0.013184,-0.991211,-0.427246,374277
-0.173096,-0.003418,-1.061768,-0.488281,374490
-0.156006,-0.01416,-0.993408,-0.12207,374682
-0.146973,-0.013916,-0.997803,0,374898
-0.154053,-0.008057,-0.989258,-0.12207,375106
-0.156738,-0.012939,-0.991943,-0.183105,375298
-0.152344,-0.014648,-0.993652,-0.183105,375634
-0.151367,-0.011963,-0.994873,-0.183105,376021
-0.15332,-0.013672,-0.991943,-0.183105,376220
-0.157715,-0.011719,-0.992432,-0.12207,376391
-0.152832,-0.012939,-0.991699,-0.244141,376565
-0.151611,-0.011963,-0.994141,-0.366211,376852
-0.150391,-0.014648,-0.993408,-0.305176,377035
-0.153809,-0.014648,-0.989258,-0.183105,377225
-0.154297,-0.014648,-0.990967,-0.305176,377421
-0.156738,-0.013672,-0.995117,-0.305176,377603
-0.153076,-0.013428,-0.990967,-0.12207,377977
-0.151611,-0.013184,-0.99585,-0.12207,378295
-0.152588,-0.012207,-0.993408,-0.12207,378587
-0.152588,-0.016113,-0.990723,-0.061035,378796
-0.149658,-0.01416,-0.992188,-0.244141,378976
-0.15332,-0.013672,-0.991211,-0.305176,379195
-0.152588,-0.01416,-0.992676,-0.12207,379416
-0.1521,-0.012695,-0.993896,-0.12207,379598
-0.151611,-0.012939,-0.990723,-0.244141,379922
-0.153564,-0.013184,-0.996826,-0.244141,380123
-0.154785,-0.016357,-0.98999,-0.183105,380325
-0.153564,-0.008545,-0.99292,0.061035,380535
-0.154541,-0.012451,-0.99292,-0.183105,380713
-0.152344,-0.013916,-0.991455,-0.183105,380892
-0.151123,-0.01123,-0.991699,-0.183105,381312
-0.154053,-0.011719,-0.991211,-0.244141,381563
-0.153076,-0.013672,-0.988037,-0.244141,381762
-0.152588,-0.01709,-0.992432,-0.183105,381949
-0.151367,-0.013184,-0.994385,-0.183105,382169
-0.154297,-0.009033,-0.990234,-0.366211,382486
-0.151367,-0.012207,-0.991943,-0.244141,382780
-0.150635,-0.013672,-0.992676,-0.244141,383103
-0.155029,-0.016602,-0.99292,-0.061035,383279
-0.1521,-0.012207,-0.993408,-0.183105,383495
-0.15332,-0.012939,-0.992188,-0.183105,383755
-0.150146,-0.013184,-0.993408,-0.12207,384005
-0.154297,-0.014893,-0.993652,0.061035,384335
-0.152344,-0.016846,-0.990479,-0.244141,384732
-0.154297,-0.012451,-0.991455,-0.183105,384935
-0.152588,-0.014893,-0.993164,-0.183105,385134
-0.154785,-0.010498,-0.995117,-0.12207,385318
-0.157471,-0.015137,-0.990967,-0.244141,385552
-0.151855,-0.015137,-0.991455,-0.244141,385765
-0.152832,-0.011719,-0.994629,-0.12207,385949
-0.153809,-0.01416,-0.98999,-0.183105,386174
-0.154297,-0.009277,-0.991211,-0.12207,386361
-0.150391,-0.015381,-0.991943,-0.427246,386675
-0.155762,-0.015869,-0.992188,-0.12207,386981
-0.153564,-0.016113,-0.992676,-0.305176,387193
-0.154785,-0.013916,-0.992676,-0.183105,387366
-0.155029,-0.016357,-0.994141,-0.061035,387591
-0.154297,-0.01123,-0.991211,-0.244141,387773
-0.152344,-0.010254,-0.993164,-0.305176,388020
-0.154785,-0.013428,-0.994385,-0.183105,388207
-0.151611,-0.012451,-0.993896,-0.366211,388442
-0.154297,-0.015625,-0.995361,-0.244141,388725
-0.153809,-0.013672,-0.992676,-0.244141,388903
-0.151855,-0.013428,-0.988281,-0.183105,389133
-0.154541,-0.005615,-0.988281,-0.061035,389642
-0.148193,-0.013672,-0.98999,-0.061035,389830
-0.155762,-0.011475,-0.985352,-0.183105,390151
-0.152344,-0.015381,-0.98291,-0.244141,390465
-0.150391,-0.014893,-0.996338,-0.366211,390679
-0.151855,-0.01416,-0.98877,-0.061035,390859
-0.151123,-0.012695,-0.991943,-0.12207,391085
-0.152588,-0.010742,-0.99292,-0.061035,391380
-0.156006,-0.009521,-0.990234,-0.244141,391602
-0.153076,-0.016602,-0.994141,0.061035,391779
-0.150879,-0.010254,-0.99292,-0.12207,392002
-0.150146,-0.015137,-0.991943,-0.183105,392196
-0.155762,-0.011963,-0.991943,-0.12207,392371
-0.152588,-0.011475,-0.990479,0,392615
-0.150879,-0.011475,-0.990723,-0.061035,392793
-0.153076,-0.005371,-0.990967,-0.244141,393148
-0.151611,-0.009277,-0.989014,-0.244141,393425
-0.157959,-0.010498,-0.988281,-0.12207,393635
-0.155273,-0.009033,-0.992432,0,393816
-0.151123,-0.011719,-0.989258,-0.183105,394041
-0.15332,-0.013672,-0.992676,-0.12207,394229
-0.155273,-0.01416,-0.993164,-0.427246,394480
-0.154297,-0.013428,-0.99292,-0.183105,394758
-0.153564,-0.010986,-0.992188,-0.183105,394964
-0.154297,-0.011475,-0.991943,-0.183105,395207
-0.154297,-0.013672,-0.990967,-0.061035,395490
-0.1521,-0.012451,-0.98877,0.061035,395678
-0.154297,-0.011719,-0.989502,-0.12207,395889
-0.152344,-0.012451,-0.994629,-0.305176,396095
-0.154541,-0.009277,-0.991943,-0.12207,396403
-0.152832,-0.012695,-0.989746,-0.366211,396608
-0.155762,-0.01123,-0.992188,-0.183105,396817
-0.153564,-0.013184,-0.994141,-0.12207,397126
-0.1521,-0.012695,-0.994629,-0.305176,397320
-0.153809,-0.015869,-0.993164,-0.244141,397534
-0.153076,-0.012939,-0.993408,-0.12207,397830
-0.154541,-0.011963,-0.99292,-0.061035,398059
-0.153076,-0.014893,-0.992432,-0.183105,398250
-0.155273,-0.014648,-0.990234,-0.183105,398446
-0.152832,-0.010986,-0.992676,-0.244141,398629
-0.15332,-0.010986,-0.994141,-0.244141,398813
-0.153564,-0.014404,-0.992188,-0.12207,399070
-0.156006,-0.014648,-0.992188,-0.12207,399372
-0.151123,-0.012451,-0.996338,-0.244141,399552
-0.157471,-0.011963,-0.994629,0,399783
-0.156738,-0.01001,-0.991455,-0.366211,399973
-0.155518,-0.01123,-0.993408,0,400158
-0.156006,-0.014404,-0.990234,-0.12207,400337
-0.155762,-0.012939,-0.993652,-0.305176,400592
-0.156006,-0.012939,-0.990479,-0.12207,400838
-0.150635,-0.009766,-0.993408,0.061035,401098
-0.157471,-0.009521,-0.989502,-0.183105,401315
-0.151855,-0.013672,-0.99707,-0.305176,401512
-0.14624,-0.013184,-0.993652,-0.183105,401720
-0.151123,-0.011719,-0.993408,-0.305176,402025
-0.153076,-0.013184,-0.993164,-0.183105,402347
-0.154297,-0.012207,-0.987793,-0.12207,402533
-0.154297,-0.008301,-0.991455,-0.12207,402721
-0.155762,-0.013428,-0.991455,-0.366211,402903
-0.154053,-0.00708,-0.992676,-0.061035,403086
-0.155029,-0.011963,-0.99292,-0.12207,403405
-0.153076,-0.01001,-0.990234,-0.366211,403759
-0.150879,-0.010498,-0.991211,-0.12207,403937
-0.153809,-0.011719,-0.992676,-0.183105,404196
-0.152832,-0.013184,-0.99292,-0.244141,404377
-0.151855,-0.012451,-0.991455,-0.244141,404595
-0.151611,-0.013428,-0.989258,-0.12207,404774
-0.151367,-0.013428,-0.990479,-0.12207,404993
-0.154297,-0.010254,-0.990234,-0.244141,405313
-0.152588,-0.012695,-0.991699,-0.305176,405501
-0.152344,-0.010986,-0.993652,-0.12207,405686
-0.151123,-0.011719,-0.991455,-0.183105,405864
-0.153076,-0.008789,-0.99292,-0.061035,406129
-0.153809,-0.013184,-0.992432,-0.244141,406345
-0.152832,-0.015381,-0.989746,-0.183105,406539
-0.155518,-0.013428,-0.994873,-0.305176,406784
-0.152344,-0.012451,-0.993652,-0.427246,406974
-0.156494,-0.013184,-0.986084,-0.061035,407153
-0.148438,-0.014893,-0.994629,-0.12207,407372
-0.153809,-0.008789,-0.991943,-0.12207,407561
-0.149414,-0.013672,-0.995605,-0.366211,407772
-0.149902,-0.013672,-0.997314,-0.244141,407962
-0.157959,-0.013672,-0.994141,-0.183105,408293
-0.146973,-0.012451,-0.995117,-0.244141,408590
-0.153564,-0.012939,-0.992676,-0.12207,408784
-0.152588,-0.012451,-0.988281,-0.061035,408988
-0.153076,-0.012451,-0.992188,-0.427246,409194
-0.151611,-0.014893,-0.98877,-0.12207,409412
-0.150879,-0.011963,-0.989014,-0.183105,409825
-0.149902,-0.012451,-0.989746,-0.305176,410005
-0.153076,-0.008789,-0.994141,-0.305176,410220
-0.154297,-0.012451,-0.992432,-0.244141,410405
-0.149658,-0.012695,-0.991455,-0.244141,410629
-0.155762,-0.012451,-0.991943,-0.305176,410810
-0.152588,-0.016357,-0.989502,-0.183105,411036
-0.149414,-0.015625,-0.998535,-0.366211,411246
-0.1521,-0.015137,-0.97998,-0.305176,411450
-0.15332,-0.010498,-0.993652,-0.183105,411764
-0.149414,-0.016113,-0.996094,-0.061035,411954
-0.150635,-0.01001,-0.99585,0,412139
-0.156494,-0.014404,-0.992676,-0.061035,412488
-0.150879,-0.011963,-0.990967,-0.12207,412875
-0.150146,-0.012939,-0.992188,-0.305176,413062
-0.152588,-0.013428,-0.996338,-0.427246,413235
-0.1521,-0.01416,-0.992432,-0.244141,413496
-0.150635,-0.007813,-0.995605,-0.244141,413812
-0.154785,-0.011475,-0.990479,-0.427246,413985
-0.150635,-0.013672,-0.991699,-0.305176,414163
-0.15332,-0.014893,-0.993164,-0.183105,414348
-0.150146,-0.013184,-0.994385,-0.183105,414626
-0.156006,-0.014893,-0.988525,-0.183105,414837
-0.150391,-0.009766,-0.987793,-0.305176,415035
-0.153076,-0.014893,-0.994141,-0.061035,415216
-0.151367,-0.011719,-0.995117,-0.12207,415441
-0.157715,-0.014648,-0.998535,-0.244141,415621
-0.15625,-0.012207,-0.993652,-0.183105,415957
-0.152588,-0.012939,-0.997314,-0.305176,416133
-0.155273,-0.009521,-0.98877,-0.12207,416356
-0.149658,-0.010986,-0.992188,-0.244141,416543
-0.156982,-0.017578,-0.991699,-0.061035,416720
-0.151855,-0.010986,-0.994873,-0.183105,416974
-0.151367,-0.013428,-0.991699,-0.12207,417188
-0.151123,-0.009521,-0.993164,0,417382
-0.1521,-0.014648,-0.994385,-0.549316,417565
-0.155029,-0.013672,-0.989746,-0.12207,417808
-0.151611,-0.014893,-0.98999,-0.12207,418012
-0.157959,-0.009277,-0.991455,-0.427246,418211
-0.1521,-0.015137,-0.989746,-0.244141,418424
-0.1521,-0.012695,-0.994385,-0.183105,418720
-0.155762,-0.013672,-0.993164,-0.061035,418901
-0.15332,-0.013184,-0.992676,-0.12207,419087
-0.151855,-0.009277,-0.994385,-0.061035,419271
-0.15332,-0.015625,-0.994873,-0.183105,419452
-0.156006,-0.01416,-0.990723,-0.244141,419633
-0.152588,-0.015137,-0.993652,0,419849
-0.150391,-0.013428,-0.993896,-0.244141,420054
-0.156738,-0.01416,-0.992188,-0.061035,420275
-0.154297,-0.015381,-0.995117,0,420455
-0.151123,-0.010986,-0.990967,-0.061035,420775
-0.155029,-0.014893,-0.991455,-0.183105,420958
-0.147461,-0.010254,-0.994385,-0.12207,421178
-0.152344,-0.014893,-0.988037,-0.244141,421482
-0.151855,-0.020996,-0.982666,-0.061035,421679
-0.14917,-0.016602,-0.992676,-0.12207,421896
-0.156006,-0.010742,-0.999268,-0.183105,422079
-0.151123,-0.015137,-0.992676,-0.244141,422267
-0.156006,-0.011475,-0.995117,-0.488281,422456
-0.151611,-0.015625,-0.989502,-0.244141,422810
-0.156006,-0.015381,-0.990234,-0.061035,422989
-0.1521,-0.016113,-0.992432,-0.183105,423333
-0.152588,-0.009521,-0.990967,-0.12207,423545
-0.1521,-0.012695,-0.994629,-0.244141,423869
-0.1521,-0.014648,-0.991699,-0.244141,424186
-0.155273,-0.015381,-0.986084,-0.244141,424454
-0.158203,-0.011475,-0.991211,-0.244141,424636
-0.156738,-0.01416,-0.990967,-0.183105,424853
-0.157715,-0.010742,-0.993408,-0.366211,425063
-0.157959,-0.016846,-0.993408,-0.183105,425382
-0.155029,-0.008545,-0.991699,-0.12207,425593
-0.155762,-0.014404,-0.992432,-0.305176,425778
-0.156738,-0.014404,-0.990234,-0.061035,425993
-0.152344,-0.011963,-0.994629,-0.061035,426166
-0.154785,-0.011719,-0.993652,-0.12207,426390
-0.155029,-0.012939,-0.990723,-0.305176,426600
-0.150879,-0.014648,-0.997314,-0.183105,426778
-0.152344,-0.011963,-0.99585,-0.366211,427008
-0.144775,-0.014404,-0.995361,-0.244141,427208
-0.147217,-0.010742,-0.998535,-0.183105,427424
-0.145508,-0.012451,-0.994141,-0.183105,427620
-0.158203,-0.017822,-0.995361,-0.305176,427845
-0.158691,-0.010986,-0.991455,-0.12207,428137
-0.152588,-0.01709,-0.984619,-0.183105,428341
-0.153076,-0.013672,-0.993652,-0.305176,428656
-0.14502,-0.014648,-0.993408,-0.183105,428852
-0.148193,-0.016846,-0.98999,-0.183105,429067
-0.147705,-0.01416,-0.991211,-0.244141,429228
-0.152588,-0.013428,-0.991455,-0.12207,429474
-0.146973,-0.01416,-0.992188,-0.12207,429784
-0.151367,-0.011719,-0.992432,-0.12207,429975
-0.151123,-0.013184,-0.992432,-0.183105,430188
-0.150391,-0.013672,-0.993164,-0.244141,430381
-0.148438,-0.010254,-0.992676,-0.12207,430570
-0.149902,-0.012939,-0.98999,-0.12207,430750
-0.149414,-0.013672,-0.993408,-0.12207,431001
-0.151367,-0.014648,-0.989502,-0.366211,431211
-0.150146,-0.012695,-0.994629,-0.244141,431386
-0.148926,-0.012939,-0.992188,-0.061035,431620
-0.147217,-0.015381,-0.992432,-0.061035,431935
-0.149902,-0.010498,-0.989502,-0.061035,432137
-0.146973,-0.010986,-0.993164,-0.183105,432329
-0.146484,-0.011963,-0.993408,-0.427246,432550
-0.149902,-0.013672,-0.991455,-0.183105,432744
-0.148682,-0.014648,-0.990967,-0.183105,432933
-0.148193,-0.015381,-0.991211,-0.244141,433108
-0.152344,-0.01123,-0.992432,-0.244141,433368
-0.149902,-0.010986,-0.991211,-0.183105,433615
-0.151367,-0.012207,-0.991699,-0.183105,433970
-0.150391,-0.015625,-0.990234,-0.244141,434178
-0.152832,-0.013428,-0.99292,-0.12207,434493
-0.146973,-0.012939,-0.987793,-0.061035,434668
-0.147949,-0.010742,-0.993408,-0.183105,434846
-0.143555,-0.010254,-0.989746,-0.12207,435095
-0.14917,-0.013916,-0.993896,-0.183105,435310
-0.152832,-0.010742,-0.98999,-0.244141,435505
-0.148438,-0.010986,-0.992188,-0.305176,435680
-0.149902,-0.009277,-0.989258,-0.183105,436017
-0.153809,-0.013916,-0.994629,-0.244141,436204
-0.150391,-0.011963,-0.991455,-0.061035,436423
-0.147949,-0.011963,-0.994873,-0.12207,436638
-0.148193,-0.013672,-0.994873,-0.061035,436818
-0.146484,-0.013184,-0.995117,-0.244141,436994
-0.148193,-0.012207,-0.993164,-0.305176,437245
-0.150391,-0.011719,-0.993652,-0.061035,437455
-0.147705,-0.01123,-0.993652,-0.610352,437628
-0.151611,-0.012207,-0.992432,-0.244141,437871
-0.151123,-0.016602,-0.994141,-0.183105,438172
-0.151123,-0.011963,-0.99292,-0.12207,438383
-0.150391,-0.010986,-0.993408,-0.183105,438679
-0.150391,-0.014404,-0.991455,0,438889
-0.150146,-0.015381,-0.991943,-0.183105,439066
-0.148682,-0.011475,-0.992188,-0.183105,439302
-0.148682,-0.013184,-0.990723,0,439490
-0.149658,-0.011963,-0.99707,-0.305176,439679
-0.146729,-0.012451,-0.996826,-0.12207,439902
-0.149902,-0.012451,-0.990967,-0.12207,440122
-0.148682,-0.012207,-0.994873,0,440417
-0.153076,-0.010498,-0.992676,-0.244141,440630
-0.145752,-0.012695,-0.996094,-0.244141,440848
-0.149658,-0.013916,-0.995117,-0.183105,441138
-0.145508,-0.013672,-0.996338,0.061035,441362
-0.149658,-0.013184,-0.991943,-0.244141,441644
-0.149658,-0.012695,-0.993408,-0.183105,441863
-0.145996,-0.012207,-0.991211,-0.061035,442042
-0.148193,-0.012695,-0.996094,-0.12207,442271
-0.151367,-0.014404,-0.995117,-0.183105,442691
-0.145996,-0.012451,-0.991699,-0.244141,442879
-0.145264,-0.011963,-0.993652,-0.305176,443187
